Age,Preference,SlNo,Gender,Percent_SSC,Board_SSC,Percent_HSC,Board_HSC,Stream_HSC,Percent_Degree,Course_Degree,Experience_Yrs,Entrance_Test,Percentile_ET,Percent_MBA,Specialization_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA,Placement,Salary,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
,,213,F,76,Others,56,Others,Science,73.5,Engineering,1,MAT,70,68.2,Marketing & Finance,55,76,61,Placed,210000,FDL58,5.78,Regular,0,Snack Foods,263.7568,OUT017,2007,,Tier 2,Supermarket Type1,2636.568
,,214,F,67,Others,52,Others,Science,65,Management,0,MAT,55.5,58.4,Marketing & HR,57,74,60,Placed,250000,NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,,Tier 2,Supermarket Type1,1272.3438
,,215,M,77.4,ICSE,68.4,ISC,Science,75.72,Science,1,MAT,81.2,76.26,Marketing & HR,83,75,79,Placed,400000,NCZ54,14.65,Low Fat,0,Household,161.5552,OUT010,1998,,Tier 3,Grocery Store,324.9104
,,216,M,84.2,CBSE,67.8,CBSE,Science,55,Engineering,1,K-MAT,84,70.71,Marketing & IB,72,63,70,Placed,300000,FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,,Tier 3,Grocery Store,131.1626
,,217,M,54,Others,52,Others,Science,62,Science,2,K-MAT,86,61.79,Marketing & HR,67,79,68,Placed,480000,FDR44,6.11,Regular,0,Fruits and Vegetables,131.2968,OUT010,1998,,Tier 3,Grocery Store,260.9936
,,218,M,73.7,ICSE,86.7,Others,Commerce,60,Commerce,1,MAT,90,68.55,Marketing & Finance,58,81,78,Placed,250000,FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,,Tier 3,Grocery Store,260.9936
,,219,M,65.92,Others,52.5,Others,Science,63.26,Management,0,K-MAT,89.95,67.54,Marketing & HR,81,71,62,Placed,320000,FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294
,,220,M,70,CBSE,73,Others,Commerce,64,Management,0,MAT,84,64.15,Marketing & Finance,52,62,53,Not Placed,0,FDA39,6.32,Low Fat,0,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838
,,221,M,73,CBSE,50,Others,Science,68,Computer Applications,1,CAT,65,69.94,Marketing & HR,69,70,76,Placed,385000,FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
,,222,F,69.9,Others,49,Others,Science,56,Arts,1,MAT,80,60.78,Marketing & Finance,62,76,51,Placed,360000,FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,,Tier 2,Supermarket Type1,1416.8224
,,223,M,62,Others,63,Others,Commerce,58,Commerce,1,MAT,74.4,53.49,Marketing & HR,60,67,61,Placed,300000,FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
,,224,F,87,ICSE,87,Others,Commerce,76,Management,1,,0,73.87,Marketing & Finance,77,74,69,Placed,375000,FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,,Tier 2,Supermarket Type1,3552.7088
,,225,M,68,CBSE,59,Others,Commerce,75,Management,1,MAT,65,60.98,Marketing & HR,55,69,58,Placed,250000,DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
,,226,F,80.32,Others,55,Others,Science,50,Engineering,0,PGCET,0,62.29,Marketing & IB,67,70,76,Not Placed,0,NCO07,,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056
,,227,F,74.44,ICSE,89,Others,Commerce,70,Commerce,1,MAT,94,67.13,Marketing & Finance,70,69,63,Placed,250000,FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
,,228,F,56,ICSE,72,ISC,Commerce,72,Commerce,0,MAT,43,58.73,Marketing & Finance,58,73,61,Placed,275000,DRF27,,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134
,,229,F,67,CBSE,48,Others,Science,65,Management,0,MAT,55.6,65.63,Marketing & HR,66,78,62,Placed,200000,FDS49,9,Low Fat,0,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
,,230,F,50,CBSE,64,CBSE,Arts,68,Management,1,MAT,78,61.58,Marketing & Finance,54,66,75,Placed,150000,FDX25,,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
,,231,F,64,Others,68,Others,Science,61,Engineering,0,MAT,24.38,62.83,Marketing & HR,57,75,54,Not Placed,0,NCX42,,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
,,232,M,66.3,Others,83.5,Others,Science,70,Science,0,CAT,65,60.95,Marketing & Finance,52,76,62,Placed,300000,FDG33,,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
,,233,M,62,Others,55,CBSE,Commerce,70,Commerce,0,MAT,56,60.41,Marketing & HR,53,76,54,Placed,225000,FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,,Tier 2,Supermarket Type1,1133.8574
,,234,F,58.8,Others,45,Others,Science,57.7,Management,1,,0,60,Marketing & HR,57,71,59,Placed,120000,FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
,,235,F,79,Others,59,Others,Science,71,Engineering,1,MAT,96,71.77,Marketing & Finance,68,72,79,Placed,250000,NCD06,13,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
,,236,F,49.8,CBSE,51.2,CBSE,Commerce,46.22,Commerce,2,,0,57.32,Marketing & Finance,50,79,79,Not Placed,0,DRM47,,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
,,237,M,74,CBSE,65,CBSE,Commerce,53,Management,1,MAT,58,54.43,Marketing & Finance,50,70,54,Placed,220000,FDS46,,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
,,238,M,60,ICSE,59.5,ISC,Commerce,65.5,Commerce,1,,0,57.24,Marketing & Finance,50,65,78,Placed,265000,FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
,,239,M,60,ICSE,59.8,Others,Commerce,65.5,Commerce,1,MAT,56,56.94,Marketing & Finance,57,65,50,Placed,265000,FDX21,,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
,,240,M,74,CBSE,69,CBSE,Science,64,Management,1,MAT,60,61.9,Marketing & HR,59,75,79,Not Placed,0,NCU05,,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
,,241,M,61,ICSE,50,ISC,Science,62,Science,2,,0,61.22,Marketing & HR,52,61,80,Not Placed,0,NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,,Tier 2,Supermarket Type1,6795.1548
,,242,M,82,ICSE,52,Others,Science,71.43,Science,1,MAT,60,61.29,Marketing & Finance,66,56,57,Placed,260000,NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,,Tier 2,Supermarket Type1,639.168
,,243,M,74.67,Others,59.89,Others,Commerce,66.67,Management,0,MAT,89,60.39,Marketing & Finance,52,65,60,Placed,300000,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
,,244,M,54,Others,54,Others,Science,59,Management,0,MAT,39,51.73,Marketing & HR,50,68,50,Placed,180000,FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,,Tier 2,Supermarket Type1,7222.5984
,,245,M,59,ICSE,57,ISC,Commerce,55,Commerce,3,K-MAT,65,59.54,Marketing & Finance,55,76,62,Placed,530000,DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
,,246,M,57,CBSE,62.4,CBSE,Commerce,48,Commerce,1,MAT,66.6,56.75,Marketing & Finance,52,71,69,Placed,156000,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
,,247,M,67.7,Others,54,Others,Science,59,Management,0,MAT,40,58.95,Marketing & HR,53,60,58,Placed,263000,FDY25,12,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
,,248,M,55,Others,53,Others,Arts,65,Management,0,MAT,60,58.52,Marketing & Finance,54,75,50,Not Placed,0,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
,,249,M,86.4,Others,60.66,Others,Science,67.25,Computer Applications,0,MAT,72,63.23,Marketing & HR,63,69,69,Placed,400000,FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
,,250,M,54,ICSE,58,Others,Science,62,Management,0,MAT,85,55.14,Marketing & HR,50,57,55,Placed,233000,FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,,Tier 2,Supermarket Type1,5259.82
,,251,M,65,ICSE,71,ISC,Commerce,61,Commerce,0,MAT,83,62.28,Marketing & Finance,52,70,79,Placed,300000,DRF15,,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268
,,252,M,54,CBSE,59.2,CBSE,Commerce,49.2,Commerce,0,,0,52.32,Marketing & Finance,52,64,50,Not Placed,0,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
,,253,F,74,ICSE,83,ISC,Arts,50,Arts,0,MAT,57,64.08,Marketing & Finance,66,63,81,Placed,240000,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
,,254,M,47,CBSE,63,CBSE,Arts,57,Management,2,MAT,64.25,58.54,Marketing & HR,54,62,52,Placed,180000,FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
,,255,M,58,Others,54.5,Others,Commerce,49.85,Commerce,0,,0,62.89,Marketing & Finance,55,67,73,Placed,350000,FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,,Tier 2,Supermarket Type1,3779.0808
,,256,M,62,Others,60,Others,Science,62,Computer Applications,1,MAT,40,55.67,Marketing & HR,53,68,62,Placed,198000,FDQ04,,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
,,257,F,78.94,Others,77.83,Others,Commerce,77,Commerce,3,,0,68.55,Marketing & HR,69,76,84,Placed,250000,FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,,Tier 2,Supermarket Type1,259.662
,,258,M,54.07,Others,70.33,Others,Commerce,59,Commerce,1,MAT,48.38,55.87,Marketing & HR,58,56,54,Not Placed,0,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
,,259,M,66,ICSE,50.66,CBSE,Science,52,Engineering,1,MAT,56,61.3,Marketing & Finance,71,60,66,Placed,690000,FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,,Tier 2,Supermarket Type1,1687.803
,,260,M,60,CBSE,60,CBSE,Commerce,73,Commerce,0,MAT,83,58.87,Marketing & Finance,55,74,68,Placed,270000,FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,,Tier 2,Supermarket Type1,4655.9394
,,261,F,72.4,Others,55.5,CBSE,Science,82,Computer Applications,0,MAT,98,65.25,Marketing & Finance,67,75,76,Placed,240000,FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
,,262,M,80,Others,80,Others,Commerce,64,Management,1,,0,69.08,Marketing & Finance,70,74,73,Placed,300000,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
,,263,M,41,Others,51,Others,Science,61,Computer Applications,1,MAT,86,62.48,Marketing & Finance,59,72,75,Placed,340000,FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,,Tier 2,Supermarket Type1,1225.072
,,264,M,45,CBSE,55,Others,Science,54,Management,1,MAT,70,53.2,Marketing & Finance,53,62,53,Placed,250000,FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,,Tier 2,Supermarket Type1,5359.69
,,265,M,62,CBSE,64.3,CBSE,Commerce,66,Management,0,,0,59.84,Marketing & HR,55,59,63,Placed,390000,FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,,Tier 2,Supermarket Type1,1764.37
,,266,M,56.57,Others,82.66,Others,Commerce,63.9,Commerce,1,MAT,56.15,65.99,Marketing & HR,69,58,64,Not Placed,0,NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
,,267,M,81.2,CBSE,64.4,CBSE,Science,59,Engineering,1,MAT,80,52.72,Marketing & HR,62,67,65,Placed,255000,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
,,268,M,61.5,ICSE,57.5,ISC,Commerce,54.9,Management,0,MAT,93.4,55.03,Marketing & Finance,51,50,77,Placed,300000,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
,,269,M,75,Others,68,Others,Science,68,Computer Applications,0,MAT,60,61.87,Marketing & Finance,61,67,65,Not Placed,0,FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,,Tier 2,Supermarket Type1,308.9312
,,270,M,57,ICSE,52,Others,Commerce,62,Management,0,MAT,62,60.59,Marketing & HR,52,71,73,Placed,150000,FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
,,271,M,84,CBSE,69,CBSE,Science,61,Engineering,2,MAT,75,72.29,Marketing & HR,83,62,66,Placed,300000,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
,,272,M,61,CBSE,52,Others,Science,50,Commerce,1,,0,65.13,Marketing & Finance,65,70,66,Not Placed,0,FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
,,273,M,55,Others,50,Others,Science,57,Management,0,MAT,49.7,59.71,Marketing & HR,64,74,54,Placed,270000,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
,,274,F,72,ICSE,57.8,Others,Science,49.8,Management,1,,0,53.47,Marketing & HR,73,58,50,Placed,240000,FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
,,275,M,60.6,Others,54,Others,Commerce,59.5,Management,0,MAT,57.63,62.72,Marketing & HR,63,58,58,Placed,180000,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
,,276,M,69.2,CBSE,84.6,Others,Commerce,75.25,Commerce,1,MAT,75.2,66.06,Marketing & Finance,66,74,55,Placed,285000,FDH19,,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
,,277,M,63.33,Others,51,Others,Commerce,58.7,Commerce,2,,0,69.67,Marketing & Finance,62,65,81,Placed,400000,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
,,278,M,58,Others,62,Others,Science,58,Engineering,0,MAT,75,66.46,Marketing & Finance,63,61,65,Placed,500000,FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,,Tier 2,Supermarket Type1,450.0808
,,279,F,62.16,ICSE,67.5,ISC,Commerce,57.35,Commerce,0,MAT,53.04,65.52,Marketing & Finance,63,74,56,Placed,250000,FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,,Tier 3,Grocery Store,500.6816
,,280,M,46,Others,58,Others,Commerce,49,Commerce,1,,0,56.78,Marketing & HR,56,75,70,Placed,300000,FDZ10,,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
,,281,F,60,CBSE,44,Others,Science,67,Management,0,,0,67.06,Marketing & HR,72,62,73,Placed,240000,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
,,282,M,59,ICSE,81,Others,Commerce,70,Commerce,0,,0,71.86,Marketing & Finance,79,73,66,Placed,300000,NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
,,283,M,87.2,Others,67.5,Others,Science,60.31,Engineering,1,K-MAT,88,70.1,Marketing & HR,69,77,73,Placed,240000,NCF07,,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
,,284,F,68.3,ICSE,86.33,Others,Commerce,80,Management,0,MAT,80,74.56,Marketing & Finance,71,74,77,Not Placed,0,DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,,Tier 2,Supermarket Type1,2277.036
,,285,M,55.84,ICSE,54,ISC,Arts,57,Management,1,PGCET,0,54.99,Marketing & HR,50,61,50,Not Placed,0,FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
,,286,M,54,Others,54,Others,Commerce,54,Management,1,MAT,63,52.38,Marketing & HR,53,58,56,Placed,240000,FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
,,287,M,75.9,Others,70,Others,Science,73,Engineering,1,MAT,58.1,75.71,Marketing & Finance,70,74,71,Not Placed,0,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,,Tier 3,Grocery Store,296.9468
,,288,M,77,CBSE,69.2,CBSE,Commerce,61,Commerce,0,,0,57.16,Marketing & HR,58,56,63,Not Placed,0,NCD06,13,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
,,289,F,51,CBSE,56,CBSE,Commerce,62,Commerce,1,MAT,60,58.79,Marketing & HR,61,65,82,Not Placed,0,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
,,290,M,64.96,Others,45.16,Others,Science,65.26,Computer Applications,1,MAT,54.48,65.48,Marketing & HR,69,75,61,Not Placed,0,NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
,,291,F,71.4,Others,75.2,Others,Commerce,64,Management,0,MAT,58.06,69.28,Marketing & HR,61,78,64,Not Placed,0,DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,,Tier 2,Supermarket Type1,569.259
,,292,M,75,CBSE,60,CBSE,Science,69,Computer Applications,1,CAT,80,66.39,Marketing & Finance,60,71,68,Placed,476000,FDM25,,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
,,293,M,77,Others,77,Others,Commerce,70,Commerce,1,MAT,63.79,66.04,Marketing & Finance,64,72,59,Placed,290000,FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,,Tier 2,Supermarket Type1,1379.5376
,,294,M,60,CBSE,80,Others,Commerce,84,Commerce,0,K-MAT,95.5,72.97,Marketing & HR,83,76,74,Placed,690000,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
,,295,M,68,Others,50,Others,Commerce,50,Commerce,0,MAT,84,52.64,Marketing & HR,50,62,56,Placed,300000,FDV60,,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
,,296,M,78,Others,73,Others,Commerce,68,Commerce,0,MAT,49,64.79,Marketing & Finance,73,70,73,Placed,250000,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
,,297,F,55,Others,57,Others,Science,57,Science,1,MAT,67,59.32,Marketing & HR,50,67,59,Placed,162000,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
,,298,F,67.67,ICSE,75,Others,Commerce,67.8,Commerce,0,MAT,49.94,67.44,Marketing & Finance,72,66,69,Not Placed,0,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
,,299,F,81,CBSE,81,CBSE,Commerce,82.2,Management,0,,0,66.9,Marketing & Finance,68,68,76,Placed,260000,FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,,Tier 2,Supermarket Type1,942.7728
,,300,M,70.24,Others,42.83,Others,Science,60.27,Engineering,2,MAT,64,66.23,Marketing & Finance,65,82,79,Placed,500000,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
,,301,M,68,Others,67,Others,Science,69,Engineering,0,MAT,87.5,60.69,Marketing & IB,61,71,57,Not Placed,0,FDV13,,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
,,302,F,51,CBSE,52,Others,Commerce,50,Management,0,MAT,55,57.9,Marketing & HR,66,69,77,Placed,220000,FDV20,,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
,,303,M,60.6,CBSE,66.6,CBSE,Commerce,55.7,Management,0,K-MAT,76.2,58.67,Marketing & HR,54,66,57,Placed,270000,NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
,,304,F,70,ICSE,94,Others,Commerce,77,Commerce,2,MAT,89,70.81,Marketing & Finance,73,68,80,Placed,650000,FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
,,305,M,63,Others,48,Others,Science,64,Computer Applications,0,MAT,73,68.07,Marketing & HR,66,70,75,Placed,350000,DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,,Tier 2,Supermarket Type1,7696.648
,,306,M,48,CBSE,63,CBSE,Commerce,59.7,Commerce,0,MAT,44.2,62,Marketing & Finance,52,69,75,Placed,300000,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,,Tier 2,Supermarket Type1,2775.7202
,,307,F,85.8,CBSE,69,CBSE,Science,68.2,Engineering,0,MAT,75.5,72.14,Marketing & HR,74,78,69,Not Placed,0,FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,,Tier 2,Supermarket Type1,5317.0788
,,308,M,60,CBSE,66.5,Others,Commerce,56.8,Management,1,MAT,57,56.6,Marketing & Finance,50,72,65,Placed,265000,FDR04,7.075,Low Fat,0,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
,,309,M,71,Others,59,CBSE,Commerce,63,Commerce,1,MAT,35,54.04,Marketing & HR,56,65,50,Placed,180000,FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
,,310,M,67,ICSE,65.33,Others,Science,68.21,Engineering,0,MAT,63,60.02,Marketing & HR,76,62,77,Not Placed,0,FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
,,311,F,67,ICSE,71,Others,Commerce,65,Commerce,0,K-MAT,62,64.28,Marketing & HR,56,77,83,Placed,300000,FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
,,312,F,76,Others,50,Others,Science,75,Computer Applications,1,,0,66,Marketing & HR,60,66,75,Placed,300000,FDA01,15,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
,,313,F,69,Others,55,Others,Commerce,61,Commerce,1,XAT,74,68.68,Marketing & Finance,63,79,74,Placed,300000,FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
,,314,F,60,Others,57,Others,Science,60,Science,0,,0,59.15,Marketing & Finance,50,65,63,Placed,220000,FDM50,,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
,,315,F,68,Others,48,Others,Science,72,Computer Applications,0,,0,63.83,Marketing & HR,58,64,81,Not Placed,0,FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
,,316,M,52,CBSE,49,CBSE,Commerce,66,Commerce,0,PGCET,0,54.12,Marketing & IB,51,72,63,Placed,240000,FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,,Tier 2,Supermarket Type1,1267.0174
,,317,M,57,Others,73,Others,Arts,59,Arts,1,MAT,75,59.81,Marketing & Finance,53,67,62,Not Placed,0,FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,,Tier 2,Supermarket Type1,886.8456
,,318,F,37.3,Others,44.4,Others,Commerce,35,Commerce,0,,0,61.66,Marketing & Finance,62,66,69,Not Placed,0,FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,,Tier 3,Grocery Store,452.744
,,319,M,60,CBSE,74,CBSE,Commerce,65,Management,0,MAT,60,61.82,Marketing & HR,57,72,50,Placed,276000,FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,,Tier 2,Supermarket Type1,3877.6192
,,320,M,78,Others,70,CBSE,Science,57,Engineering,1,,0,66.28,Marketing & HR,75,70,59,Placed,250000,FDY31,,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
,,321,F,79.68,Others,63.5,Others,Science,60,Engineering,0,,0,67.96,Marketing & HR,64,64,79,Placed,180000,DRQ35,,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
